user_id,gender,age,zipcode,occupation
4324,M,25,60010,customer service
4364,M,25,98001,tradesman/craftsman
4370,M,25,7701,self-employed
4382,M,25,14620,tradesman/craftsman
4386,M,25,74055,customer service
4403,M,25,90066,scientist
4406,M,25,80013,self-employed
4417,M,25,2135,scientist
4420,M,25,92557,scientist
4422,M,25,10463,customer service
4429,M,25,85705,customer service
4445,M,25,19806,clerical/admin
4450,M,25,60611,scientist
4471,M,25,94108,doctor/health care
4481,M,25,26104,tradesman/craftsman
4499,M,25,62702,doctor/health care
4545,M,25,47274,self-employed
4591,M,25,2143,scientist
4595,M,25,97034,tradesman/craftsman
4604,M,25,10461,scientist
4605,M,25,92656,scientist
4623,M,25,22207,self-employed
4688,M,25,44310,homemaker
4702,M,25,13031,lawyer
4728,M,25,31401,unemployed
4739,M,25,32580,clerical/admin
4742,M,25,94118,clerical/admin
4837,M,25,46254,customer service
4867,M,25,4101,self-employed
4879,M,25,60626,clerical/admin
4933,M,25,94040,scientist
4950,M,25,55421,self-employed
4962,M,25,55439,doctor/health care
4976,M,25,65775,lawyer
5046,M,25,60614,self-employed
5076,M,25,19147,clerical/admin
5096,M,25,75206,lawyer
5126,M,25,2453,lawyer
5140,M,25,35205,doctor/health care
5150,M,25,98034,clerical/admin
5154,M,25,20007,self-employed
5155,M,25,33301,self-employed
5233,M,25,97213,customer service
5256,M,25,30269,self-employed
5259,M,25,94404,doctor/health care
5284,M,25,55426,self-employed
5287,M,25,85203,farmer
5307,M,25,85281,customer service
5347,M,25,53705,doctor/health care
5353,M,25,77030,doctor/health care
5369,M,25,2139,scientist
5371,M,25,55408,lawyer
5396,M,25,89118,doctor/health care
5437,M,25,55426,lawyer
5488,M,25,91125,scientist
5535,M,25,94538,scientist
5536,M,25,67204,self-employed
5544,M,25,8876,scientist
5623,M,25,84109,lawyer
5656,M,25,3755,scientist
5710,M,25,90034,scientist
5724,M,25,94102,scientist
5735,M,25,19342,doctor/health care
5765,M,25,44515,lawyer
5773,M,25,89123,doctor/health care
5775,M,25,10024,lawyer
5779,M,25,10011,customer service
5786,M,25,53211,doctor/health care
5799,M,25,80916,customer service
5801,M,25,4103,self-employed
5821,M,25,2139,scientist
5903,M,25,6851,lawyer
5921,M,25,15146,doctor/health care
5963,M,25,2140,scientist
5983,M,25,29208,clerical/admin
5987,M,25,10003,self-employed
5988,M,25,94022,scientist
6040,M,25,11106,doctor/health care
24,F,25,10023,executive/managerial
37,F,25,66212,homemaker
50,F,25,98133,artist
83,F,25,94609,artist
96,F,25,78028,self-employed
114,F,25,83712,artist
139,F,25,45409,writer
151,F,25,85013,writer
167,F,25,10022,lawyer
175,F,25,95123,artist
219,F,25,55113,college/grad student
253,F,25,97370,lawyer
263,F,25,22304,executive/managerial
288,F,25,97119,programmer
290,F,25,94591,writer
340,F,25,28001,clerical/admin
361,F,25,94115,sales/marketing
373,F,25,55347,artist
383,F,25,78757,executive/managerial
418,F,25,54016,clerical/admin
475,F,25,55421,artist
497,F,25,55412,technician/engineer
517,F,25,55408,sales/marketing
527,F,25,11201,artist
556,F,25,37221,homemaker
559,F,25,60422,executive/managerial
588,F,25,23220,lawyer
603,F,25,32256,doctor/health care
617,F,25,92117,executive/managerial
648,F,25,94131,programmer
655,F,25,92629,artist
663,F,25,12345,executive/managerial
668,F,25,22042,clerical/admin
687,F,25,14136,executive/managerial
726,F,25,77449,homemaker
751,F,25,97201,technician/engineer
752,F,25,97401,clerical/admin
766,F,25,95128,executive/managerial
776,F,25,92627,clerical/admin
798,F,25,48464,writer
799,F,25,98498,customer service
801,F,25,95776,writer
840,F,25,2828,clerical/admin
847,F,25,80228,executive/managerial
854,F,25,44092,self-employed
927,F,25,91105,writer
939,F,25,20110-5616,writer
969,F,25,19103,lawyer
982,F,25,92064,homemaker
983,F,25,99224,self-employed
991,F,25,48103,homemaker
1000,F,25,90027,doctor/health care
1073,F,25,72211,doctor/health care
1075,F,25,60660,doctor/health care
1076,F,25,27606,clerical/admin
1141,F,25,84770,clerical/admin
1150,F,25,75226,writer
1164,F,25,90020,unemployed
1173,F,25,10019,executive/managerial
1175,F,25,90020,artist
1177,F,25,1453,technician/engineer
1184,F,25,92354,college/grad student
1229,F,25,48219,college/grad student
1235,F,25,94043,executive/managerial
1239,F,25,50111,writer
1301,F,25,10475,artist
1319,F,25,98626,clerical/admin
1321,F,25,34639,sales/marketing
1344,F,25,43420,homemaker
1345,F,25,75070,artist
1351,F,25,98034,technician/engineer
1354,F,25,94040,artist
1368,F,25,50266,clerical/admin
1383,F,25,19806,executive/managerial
1385,F,25,90262,customer service
1394,F,25,94117,clerical/admin
1396,F,25,94530,programmer
1444,F,25,91106,college/grad student
1448,F,25,17522,clerical/admin
1475,F,25,75075,artist
1485,F,25,80538,homemaker
1493,F,25,60657,sales/marketing
1516,F,25,53154,programmer
1521,F,25,8902,executive/managerial
1525,F,25,94706,self-employed
1553,F,25,64116,scientist
1560,F,25,85226,clerical/admin
1572,F,25,2155,clerical/admin
1587,F,25,30308,clerical/admin
1602,F,25,10562,executive/managerial
1636,F,25,60612,unemployed
1660,F,25,94577,artist
1669,F,25,75006,technician/engineer
1675,F,25,97116,doctor/health care
1683,F,25,98109,executive/managerial
1691,F,25,85301,technician/engineer
1699,F,25,98102,unemployed
1701,F,25,97233,college/grad student
1760,F,25,90016,clerical/admin
1792,F,25,53523,artist
1801,F,25,54729,doctor/health care
1809,F,25,12189,sales/marketing
1812,F,25,48103,programmer
1859,F,25,66049,college/grad student
1906,F,25,91311,customer service
1922,F,25,94303,executive/managerial
1938,F,25,91351,artist
1953,F,25,94566,artist
1964,F,25,89523,doctor/health care
1969,F,25,92116,clerical/admin
1971,F,25,80230,sales/marketing
2027,F,25,48021,homemaker
2029,F,25,10011,programmer
2036,F,25,90046,sales/marketing
2040,F,25,2494,executive/managerial
2041,F,25,24015,writer
2066,F,25,53202,doctor/health care
2075,F,25,13210,college/grad student
2096,F,25,33990,technician/engineer
2167,F,25,95833,doctor/health care
2182,F,25,60443,college/grad student
2190,F,25,27603,scientist
2205,F,25,10016,executive/managerial
2216,F,25,60612,writer
2226,F,25,27514,executive/managerial
2238,F,25,32607,college/grad student
2260,F,25,46835,writer
2296,F,25,22923,doctor/health care
2301,F,25,2478,programmer
2311,F,25,22902,college/grad student
2367,F,25,49424,homemaker
2383,F,25,95125,sales/marketing
2390,F,25,33076,doctor/health care
2400,F,25,95687,self-employed
2427,F,25,94010,sales/marketing
2431,F,25,22903,college/grad student
2475,F,25,98115,tradesman/craftsman
2506,F,25,98225,sales/marketing
2533,F,25,49423,clerical/admin
2552,F,25,29369,homemaker
2628,F,25,11217,artist
2639,F,25,80236,doctor/health care
2663,F,25,2215,college/grad student
2668,F,25,94110,college/grad student
2681,F,25,48823,college/grad student
2698,F,25,10028,artist
2711,F,25,1075,college/grad student
2718,F,25,96817,college/grad student
2723,F,25,28147,homemaker
2750,F,25,91360,scientist
2751,F,25,28120,self-employed
2797,F,25,94043,executive/managerial
2801,F,25,12866,clerical/admin
2825,F,25,94014,writer
2843,F,25,78705,college/grad student
2851,F,25,94107,executive/managerial
2863,F,25,27705,artist
2865,F,25,21014,doctor/health care
2871,F,25,98110,sales/marketing
2881,F,25,77019,programmer
2911,F,25,55455,college/grad student
2925,F,25,23454,college/grad student
2939,F,25,94901,scientist
2966,F,25,48104,college/grad student
3023,F,25,92108,executive/managerial
3035,F,25,90230,executive/managerial
3037,F,25,97333,artist
3047,F,25,94117,college/grad student
3053,F,25,55102,clerical/admin
3055,F,25,98501,clerical/admin
3057,F,25,55438,programmer
3075,F,25,6107,lawyer
3088,F,25,87110,college/grad student
3095,F,25,6810,clerical/admin
3097,F,25,10021,customer service
3100,F,25,91423,doctor/health care
3109,F,25,43201,lawyer
3122,F,25,22209,executive/managerial
3131,F,25,90036,artist
3136,F,25,72801,college/grad student
3140,F,25,78728,college/grad student
3144,F,25,85260,executive/managerial
3150,F,25,92831,clerical/admin
3153,F,25,73160,college/grad student
3154,F,25,95616,college/grad student
3159,F,25,15213,scientist
3177,F,25,94132,doctor/health care
3184,F,25,21214,tradesman/craftsman
3212,F,25,11215,technician/engineer
3224,F,25,93428,sales/marketing
3227,F,25,60657,sales/marketing
3239,F,25,7730,programmer
3248,F,25,94115,executive/managerial
3249,F,25,92648,college/grad student
3255,F,25,91902,scientist
3266,F,25,95616,college/grad student
3291,F,25,27516,executive/managerial
3299,F,25,19119,college/grad student
3301,F,25,85719,artist
3331,F,25,6854,executive/managerial
3342,F,25,92705,customer service
3385,F,25,32212,homemaker
3406,F,25,85214,executive/managerial
3413,F,25,92084,technician/engineer
3420,F,25,48105,executive/managerial
3429,F,25,94602,executive/managerial
3441,F,25,94109,sales/marketing
3451,F,25,94117,lawyer
3462,F,25,73160,college/grad student
3464,F,25,78251,sales/marketing
3505,F,25,55455,scientist
3519,F,25,11215,sales/marketing
3531,F,25,55409,lawyer
3539,F,25,77006,college/grad student
3544,F,25,92507,college/grad student
3560,F,25,74105,doctor/health care
3562,F,25,32812,doctor/health care
3583,F,25,41075,homemaker
3593,F,25,53719,homemaker
3606,F,25,2445,scientist
3609,F,25,48239,technician/engineer
3642,F,25,98188,executive/managerial
3644,F,25,53711,lawyer
3655,F,25,94121,executive/managerial
3658,F,25,7090,executive/managerial
3677,F,25,6906,programmer
3713,F,25,22201,executive/managerial
3745,F,25,49442,homemaker
3776,F,25,50265,college/grad student
3785,F,25,93401,writer
3790,F,25,94618,technician/engineer
3816,F,25,90020,clerical/admin
3832,F,25,43214,executive/managerial
3838,F,25,10033,sales/marketing
3900,F,25,55343,sales/marketing
3927,F,25,67846,self-employed
3946,F,25,22207,programmer
3970,F,25,2903,artist
3972,F,25,23229,doctor/health care
3975,F,25,43229,customer service
3988,F,25,60647,sales/marketing
4027,F,25,12533,executive/managerial
4043,F,25,94002,scientist
4085,F,25,79416,doctor/health care
4123,F,25,46807,college/grad student
4143,F,25,60441,customer service
4162,F,25,23221,sales/marketing
4165,F,25,94114,sales/marketing
4166,F,25,75240,executive/managerial
4181,F,25,33177,executive/managerial
4199,F,25,32712,homemaker
4205,F,25,87801,scientist
4225,F,25,48197,clerical/admin
4236,F,25,7960,clerical/admin
4283,F,25,98632,homemaker
4288,F,25,46580,homemaker
4299,F,25,43617,artist
4313,F,25,7067,executive/managerial
4329,F,25,78232,sales/marketing
4332,F,25,60606,clerical/admin
4340,F,25,76021,technician/engineer
4345,F,25,44304,sales/marketing
4360,F,25,98001,homemaker
4375,F,25,40241,customer service
4376,F,25,27203,customer service
4444,F,25,80126,programmer
4452,F,25,78666,executive/managerial
4458,F,25,15701-2017,college/grad student
4483,F,25,72703,doctor/health care
4484,F,25,94613,technician/engineer
4540,F,25,94301,sales/marketing
4554,F,25,48306,homemaker
4561,F,25,84037,homemaker
4563,F,25,22903,doctor/health care
4568,F,25,90034,college/grad student
4576,F,25,48237,executive/managerial
4588,F,25,48042,college/grad student
4597,F,25,22207,college/grad student
4609,F,25,53951,college/grad student
4610,F,25,53951,college/grad student
4617,F,25,55433,doctor/health care
4630,F,25,94610,college/grad student
4646,F,25,90405,doctor/health care
4652,F,25,94115,executive/managerial
4659,F,25,37076,sales/marketing
4692,F,25,78703,executive/managerial
4698,F,25,55417,doctor/health care
4716,F,25,2465,self-employed
4740,F,25,38134,clerical/admin
4762,F,25,94110,sales/marketing
4771,F,25,4101,college/grad student
4776,F,25,46227,clerical/admin
4785,F,25,55104,sales/marketing
4790,F,25,94133,artist
4793,F,25,48108,doctor/health care
4803,F,25,45750,self-employed
4818,F,25,91007,technician/engineer
4846,F,25,90066,artist
4863,F,25,84037,homemaker
4874,F,25,70808,college/grad student
4895,F,25,52001,clerical/admin
4921,F,25,92507,scientist
4928,F,25,92103,clerical/admin
4952,F,25,48067,sales/marketing
4970,F,25,94526,programmer
4990,F,25,55407,college/grad student
4992,F,25,55106,artist
5001,F,25,63119,artist
5027,F,25,5345,sales/marketing
5031,F,25,89431,college/grad student
5034,F,25,62901,scientist
5035,F,25,19810,technician/engineer
5071,F,25,75093,executive/managerial
5087,F,25,19102,doctor/health care
5108,F,25,93940,homemaker
5152,F,25,44406,college/grad student
5191,F,25,55455,college/grad student
5241,F,25,2138,college/grad student
5251,F,25,97330,technician/engineer
5257,F,25,10019,artist
5262,F,25,46220,sales/marketing
5268,F,25,68502,artist
5276,F,25,91740,college/grad student
5278,F,25,55122,executive/managerial
5279,F,25,55418,sales/marketing
5306,F,25,92121,technician/engineer
5328,F,25,91740,college/grad student
5329,F,25,91773,customer service
5333,F,25,2332,executive/managerial
5341,F,25,85018,clerical/admin
5343,F,25,60201,homemaker
5345,F,25,80003,technician/engineer
5346,F,25,97330,clerical/admin
5364,F,25,55408,clerical/admin
5368,F,25,20120,technician/engineer
5384,F,25,94117,clerical/admin
5415,F,25,3862,executive/managerial
5416,F,25,1801,customer service
5428,F,25,28412,doctor/health care
5434,F,25,60618,executive/managerial
5480,F,25,7030,sales/marketing
5483,F,25,15202,doctor/health care
5499,F,25,60201,unemployed
5503,F,25,55409,homemaker
5505,F,25,2141,college/grad student
5512,F,25,1701,technician/engineer
5521,F,25,2118,doctor/health care
5539,F,25,91403,writer
5561,F,25,74075,clerical/admin
5563,F,25,11753,executive/managerial
5571,F,25,7307,homemaker
5572,F,25,63119,college/grad student
5588,F,25,60640,writer
5606,F,25,21046,sales/marketing
5641,F,25,48473,technician/engineer
5651,F,25,74105,doctor/health care
5655,F,25,77054,doctor/health care
5661,F,25,3255,scientist
5668,F,25,41030,clerical/admin
5672,F,25,43212,college/grad student
5681,F,25,92122,executive/managerial
5692,F,25,29615,executive/managerial
5693,F,25,90034,college/grad student
5694,F,25,90640,programmer
5696,F,25,97367,sales/marketing
5731,F,25,10022,lawyer
5732,F,25,2111,lawyer
5734,F,25,10022,sales/marketing
5742,F,25,20850,programmer
5744,F,25,66044,college/grad student
5785,F,25,60607,executive/managerial
5796,F,25,10003,executive/managerial
5808,F,25,37206,executive/managerial
5812,F,25,92120,executive/managerial
5825,F,25,43201,college/grad student
5829,F,25,78223,college/grad student
5845,F,25,79411,clerical/admin
5850,F,25,78230,executive/managerial
5856,F,25,78232,executive/managerial
5860,F,25,91428,college/grad student
5862,F,25,76120,homemaker
5863,F,25,89511,sales/marketing
5866,F,25,6114,doctor/health care
5869,F,25,19103,executive/managerial
5871,F,25,1002,college/grad student
5911,F,25,80301,technician/engineer
5955,F,25,34952,executive/managerial
5972,F,25,55428,writer
5990,F,25,90046,writer
5997,F,25,10016,executive/managerial
6001,F,25,94117,executive/managerial
6004,F,25,28401,scientist
6005,F,25,28401,customer service
6009,F,25,60540,programmer
6013,F,25,32301,writer
6015,F,25,80013,homemaker
6036,F,25,32603,scientist
11,F,25,4093,academic/educator
28,F,25,14607,academic/educator
69,F,25,2143,academic/educator
262,F,25,68503,academic/educator
410,F,25,55417,academic/educator
499,F,25,55108,academic/educator
596,F,25,1950,academic/educator
822,F,25,7666,academic/educator
870,F,25,2144,academic/educator
899,F,25,30605,academic/educator
916,F,25,92084,academic/educator
938,F,25,1060,academic/educator
962,F,25,80020,academic/educator
973,F,25,80026,academic/educator
1115,F,25,60551,academic/educator
1194,F,25,95617,academic/educator
1203,F,25,6417,academic/educator
1236,F,25,48316,academic/educator
1373,F,25,55104,academic/educator
1419,F,25,95336,academic/educator
1510,F,25,48067,academic/educator
1756,F,25,75149,academic/educator
1827,F,25,7721,academic/educator
1958,F,25,17055,academic/educator
1988,F,25,85224,academic/educator
2197,F,25,27515,academic/educator
2214,F,25,46807,academic/educator
2314,F,25,13210,academic/educator
2479,F,25,23454,academic/educator
2582,F,25,97201,academic/educator
2608,F,25,10025,academic/educator
2706,F,25,27713,academic/educator
2998,F,25,45241,academic/educator
3079,F,25,55410,academic/educator
3200,F,25,98144,academic/educator
3213,F,25,83705,academic/educator
3264,F,25,94536,academic/educator
3358,F,25,91790,academic/educator
3388,F,25,92646,academic/educator
3680,F,25,94939,academic/educator
3784,F,25,98027,academic/educator
3829,F,25,22307,academic/educator
4001,F,25,1860,academic/educator
4380,F,25,37153,academic/educator
4619,F,25,97225,academic/educator
4655,F,25,92037,academic/educator
4831,F,25,4210,academic/educator
4845,F,25,55413,academic/educator
4890,F,25,79928,academic/educator
4913,F,25,970025,academic/educator
4914,F,25,2453,academic/educator
5066,F,25,23603,academic/educator
5131,F,25,77707,academic/educator
5199,F,25,35243,academic/educator
5387,F,25,45056,academic/educator
5429,F,25,2460,academic/educator
5451,F,25,98115,academic/educator
5610,F,25,54880,academic/educator
5612,F,25,2148,academic/educator
5759,F,25,8904,academic/educator
5763,F,25,8904,academic/educator
5852,F,25,94044,academic/educator
5920,F,25,5401,academic/educator
5974,F,25,32303,academic/educator
5976,F,25,26542,academic/educator
5999,F,25,55455,academic/educator
6025,F,25,32607,academic/educator
6029,F,25,23185,academic/educator
6035,F,25,78734,academic/educator
32,F,25,19355,other or not specified
81,F,25,60640,other or not specified
133,F,25,55071,other or not specified
184,F,25,19001,other or not specified
221,F,25,94063,other or not specified
289,F,25,11801,other or not specified
346,F,25,55110,other or not specified
388,F,25,10021,other or not specified
417,F,25,50613,other or not specified
507,F,25,55405,other or not specified
546,F,25,37211,other or not specified
583,F,25,48067,other or not specified
584,F,25,94403,other or not specified
658,F,25,10021,other or not specified
659,F,25,28134,other or not specified
692,F,25,85207,other or not specified
864,F,25,97205,other or not specified
954,F,25,21030,other or not specified
1051,F,25,60513,other or not specified
1059,F,25,97213,other or not specified
1065,F,25,94402,other or not specified
1168,F,25,94109,other or not specified
1172,F,25,61801,other or not specified
1326,F,25,98115,other or not specified
1361,F,25,97401,other or not specified
1386,F,25,7026,other or not specified
1403,F,25,53713,other or not specified
1459,F,25,80027,other or not specified
1603,F,25,13326,other or not specified
1758,F,25,33067-1400,other or not specified
1822,F,25,53713,other or not specified
2100,F,25,24017,other or not specified
2179,F,25,28304,other or not specified
2192,F,25,27713,other or not specified
2213,F,25,60622,other or not specified
2215,F,25,93940,other or not specified
2351,F,25,11106,other or not specified
2386,F,25,6040,other or not specified
2709,F,25,60660,other or not specified
2938,F,25,55345,other or not specified
2947,F,25,2138,other or not specified
3067,F,25,2148,other or not specified
3091,F,25,19107,other or not specified
3127,F,25,10003,other or not specified
3151,F,25,92870,other or not specified
3360,F,25,92646,other or not specified
3362,F,25,90212,other or not specified
3437,F,25,37203,other or not specified
3438,F,25,78735,other or not specified
3455,F,25,7701,other or not specified
3524,F,25,83355,other or not specified
3649,F,25,94115,other or not specified
3749,F,25,60664,other or not specified
3782,F,25,94602,other or not specified
3786,F,25,94115,other or not specified
3787,F,25,94703,other or not specified
3789,F,25,94110,other or not specified
3840,F,25,2176,other or not specified
3976,F,25,44107,other or not specified
4092,F,25,19063,other or not specified
4107,F,25,23221,other or not specified
4201,F,25,65550,other or not specified
4214,F,25,20121,other or not specified
4336,F,25,40241,other or not specified
4430,F,25,94403,other or not specified
4462,F,25,60156,other or not specified
4504,F,25,65775,other or not specified
4582,F,25,55408,other or not specified
4608,F,25,2144,other or not specified
4684,F,25,4473,other or not specified
4750,F,25,91107,other or not specified
4911,F,25,55421,other or not specified
4934,F,25,55108,other or not specified
5117,F,25,70118,other or not specified
5119,F,25,10011,other or not specified
5234,F,25,60657,other or not specified
5240,F,25,94104,other or not specified
5271,F,25,94110,other or not specified
5314,F,25,94107,other or not specified
5317,F,25,2138,other or not specified
5330,F,25,19143,other or not specified
5402,F,25,30102,other or not specified
5418,F,25,53589,other or not specified
5465,F,25,10019,other or not specified
5589,F,25,4101,other or not specified
5802,F,25,98105,other or not specified
5805,F,25,90802,other or not specified
5832,F,25,78240,other or not specified
5878,F,25,60640,other or not specified
5925,F,25,90035-4444,other or not specified
5941,F,25,60640,other or not specified
5996,F,25,87114,other or not specified
10,F,35,95370,academic/educator
16,F,35,20670,other or not specified
55,F,35,55303,programmer
62,F,35,98105,clerical/admin
97,F,35,66210,clerical/admin
106,F,35,79101,lawyer
140,F,35,55107,academic/educator
146,F,35,10954,writer
196,F,35,94587,homemaker
201,F,35,55117,artist
277,F,35,98126,academic/educator
281,F,35,94117,other or not specified
285,F,35,94109,other or not specified
343,F,35,55127,clerical/admin
364,F,35,46815,academic/educator
374,F,35,55346,sales/marketing
379,F,35,54822,academic/educator
382,F,35,66205,writer
399,F,35,55128,doctor/health care
415,F,35,55406,other or not specified
455,F,35,55113,artist
467,F,35,55075,clerical/admin
487,F,35,55082,technician/engineer
494,F,35,17870,other or not specified
518,F,35,75240,programmer
519,F,35,55038,sales/marketing
520,F,35,55104,writer
548,F,35,96860,self-employed
573,F,35,98119,artist
590,F,35,98032,doctor/health care
625,F,35,44106,programmer
628,F,35,20715,other or not specified
630,F,35,80525,sales/marketing
641,F,35,55116,other or not specified
642,F,35,78155,academic/educator
704,F,35,85712,farmer
721,F,35,97520,homemaker
750,F,35,13066,homemaker
755,F,35,94002,other or not specified
793,F,35,37043,sales/marketing
795,F,35,19147,sales/marketing
800,F,35,72032,programmer
826,F,35,80210,academic/educator
834,F,35,78640,programmer
883,F,35,92673,sales/marketing
912,F,35,91324,artist
914,F,35,30338,homemaker
919,F,35,92056,academic/educator
925,F,35,48073,clerical/admin
932,F,35,97838,doctor/health care
987,F,35,48098,technician/engineer
992,F,35,2780,clerical/admin
1012,F,35,30004,academic/educator
1024,F,35,74135,academic/educator
1034,F,35,82601,academic/educator
1039,F,35,2346,academic/educator
1052,F,35,75214,artist
1158,F,35,98026,academic/educator
1162,F,35,97213,other or not specified
1185,F,35,97374,academic/educator
1191,F,35,98117,other or not specified
1238,F,35,11215,writer
1242,F,35,10014,other or not specified
1248,F,35,94598,writer
1253,F,35,76205,writer
1288,F,35,92867,unemployed
1291,F,35,10011,other or not specified
1295,F,35,90036,doctor/health care
1323,F,35,11218,artist
1350,F,35,90278,other or not specified
1407,F,35,53704,scientist
1429,F,35,11229,clerical/admin
1489,F,35,60201,artist
1513,F,35,95003,self-employed
1536,F,35,83001,clerical/admin
1554,F,35,17013,programmer
1594,F,35,10013,writer
1606,F,35,55405,clerical/admin
1609,F,35,6830,homemaker
1658,F,35,94214,doctor/health care
1781,F,35,8009,other or not specified
1813,F,35,90035,doctor/health care
1816,F,35,56007,homemaker
1819,F,35,45249,programmer
1823,F,35,92801,academic/educator
1893,F,35,90024,other or not specified
1905,F,35,94118,writer
1914,F,35,95051,sales/marketing
1939,F,35,94930,artist
1999,F,35,2113,clerical/admin
2011,F,35,1545,clerical/admin
2050,F,35,99504,clerical/admin
2068,F,35,43528,programmer
2070,F,35,13210,doctor/health care
2091,F,35,48044,writer
2123,F,35,13064,other or not specified
2161,F,35,95521,artist
2177,F,35,95451,writer
2198,F,35,46815,homemaker
2233,F,35,60187,clerical/admin
2237,F,35,14905,doctor/health care
2248,F,35,46755,programmer
2255,F,35,44303,doctor/health care
2268,F,35,46774,academic/educator
2353,F,35,61270,homemaker
2357,F,35,13316,sales/marketing
2381,F,35,13066,homemaker
2397,F,35,43201,lawyer
2409,F,35,6074,homemaker
2411,F,35,1536,sales/marketing
2425,F,35,45243,sales/marketing
2443,F,35,49464,other or not specified
2489,F,35,37843,homemaker
2508,F,35,77429,clerical/admin
2517,F,35,53806,homemaker
2525,F,35,37922,academic/educator
2529,F,35,95903,homemaker
2541,F,35,49424,customer service
2543,F,35,42420,other or not specified
2547,F,35,37920,other or not specified
2548,F,35,37919,doctor/health care
2564,F,35,43230,writer
2622,F,35,27516,doctor/health care
2624,F,35,44313,other or not specified
2633,F,35,7728,homemaker
2637,F,35,44303,writer
2647,F,35,15116,lawyer
2654,F,35,48336,homemaker
2667,F,35,8043,doctor/health care
2671,F,35,54220,programmer
2745,F,35,30345,academic/educator
2804,F,35,46234,other or not specified
2807,F,35,22043,lawyer
2820,F,35,2138,other or not specified
2864,F,35,11725,clerical/admin
2874,F,35,20036,writer
2907,F,35,12345,customer service
2913,F,35,98119,writer
2934,F,35,91324,writer
2945,F,35,89507,technician/engineer
2951,F,35,94303,sales/marketing
2965,F,35,48103,college/grad student
2997,F,35,45238,self-employed
3009,F,35,55112,clerical/admin
3017,F,35,85255,homemaker
3025,F,35,90004,other or not specified
3038,F,35,97401,artist
3060,F,35,92705,academic/educator
3068,F,35,66204,homemaker
3078,F,35,2155,academic/educator
3082,F,35,45459,doctor/health care
3168,F,35,94546,customer service
3178,F,35,44313,customer service
3205,F,35,80304,self-employed
3217,F,35,92630,other or not specified
3246,F,35,85258,academic/educator
3253,F,35,26505,college/grad student
3254,F,35,95843,doctor/health care
3271,F,35,92704,other or not specified
3325,F,35,39180,sales/marketing
3330,F,35,47933,academic/educator
3363,F,35,4046,homemaker
3443,F,35,48219,technician/engineer
3445,F,35,92009,writer
3473,F,35,2472,self-employed
3497,F,35,94109,artist
3532,F,35,10028,sales/marketing
3552,F,35,2879,artist
3574,F,35,33314,doctor/health care
3582,F,35,52405,other or not specified
3596,F,35,19104,college/grad student
3601,F,35,95405,clerical/admin
3608,F,35,2879,homemaker
3627,F,35,85287,academic/educator
3663,F,35,17055,homemaker
3664,F,35,94043,academic/educator
3676,F,35,48109,programmer
3704,F,35,4255,other or not specified
3751,F,35,55555,programmer
3758,F,35,2021,customer service
3770,F,35,50322,clerical/admin
3803,F,35,19006,homemaker
3805,F,35,89031,academic/educator
3807,F,35,32095,unemployed
3842,F,35,92054,self-employed
3856,F,35,93449,writer
3895,F,35,20723,other or not specified
3915,F,35,71111,clerical/admin
3917,F,35,60618,homemaker
3933,F,35,48073,doctor/health care
3936,F,35,1464,programmer
3944,F,35,80401,self-employed
3960,F,35,55014,sales/marketing
4023,F,35,32404,homemaker
4044,F,35,95826,clerical/admin
4048,F,35,89431,academic/educator
4063,F,35,29070,academic/educator
4077,F,35,22030,artist
4174,F,35,20110,clerical/admin
4179,F,35,94949,writer
4206,F,35,22947,academic/educator
4208,F,35,90403,other or not specified
4223,F,35,60148,technician/engineer
4226,F,35,76021,doctor/health care
4232,F,35,75287,writer
4252,F,35,28262,clerical/admin
4261,F,35,7950,doctor/health care
4262,F,35,6512,doctor/health care
4317,F,35,60202,sales/marketing
4357,F,35,83616,homemaker
4437,F,35,47129,customer service
4456,F,35,49770,artist
4482,F,35,94044,academic/educator
4530,F,35,92103,academic/educator
4553,F,35,48237,self-employed
4598,F,35,48237,clerical/admin
4599,F,35,4287,other or not specified
4603,F,35,33619,artist
4637,F,35,48302,homemaker
4681,F,35,6119,scientist
4710,F,35,24450,self-employed
4719,F,35,2816,homemaker
4726,F,35,95828,self-employed
4765,F,35,3301,self-employed
4767,F,35,3769,homemaker
4784,F,35,48105,doctor/health care
4794,F,35,46142,other or not specified
4797,F,35,84067,technician/engineer
4804,F,35,44107,academic/educator
4813,F,35,46077,homemaker
4822,F,35,1545,other or not specified
4842,F,35,23062,academic/educator
4848,F,35,54971,doctor/health care
4865,F,35,2130,sales/marketing
4870,F,35,4108,clerical/admin
4876,F,35,98201,technician/engineer
4886,F,35,92509,technician/engineer
4909,F,35,94014,programmer
4924,F,35,99801,other or not specified
4925,F,35,55401,doctor/health care
4946,F,35,91106,academic/educator
4951,F,35,90291,technician/engineer
5016,F,35,89447,academic/educator
5039,F,35,97068,college/grad student
5044,F,35,23507,doctor/health care
5055,F,35,97330,self-employed
5089,F,35,77027,self-employed
5090,F,35,75069,unemployed
5095,F,35,23508,academic/educator
5103,F,35,78222,self-employed
5106,F,35,19348,academic/educator
5164,F,35,91107,technician/engineer
5172,F,35,5602,lawyer
5175,F,35,33445,homemaker
5185,F,35,44485,college/grad student
5188,F,35,44406,homemaker
5190,F,35,85024,other or not specified
5200,F,35,43065,scientist
5210,F,35,60618,technician/engineer
5214,F,35,7452,homemaker
5304,F,35,55410,homemaker
5337,F,35,02725-1010,clerical/admin
